"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","cc4","cc1pass","cc2pass","cc3pass","cc4pass","experienced","instructions_time","total_time","stamp","id"
"A30N7QXF4W4VCM","caus_thomas_fire_v6","3A1COHJ8NJW0QOKCFM3HIJVV1ZU8H8","0","0","0","50%","100%","10%","Math","1","1","1","1","No","88948","231170","2017-10-17 15:01:07","4188"
"A2CSLM9J063ZAP","caus_thomas_fire_v6","3ZGVPD4G6TI5FTCUO6KJ9MVNB2VZTD","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","111278","162924","2017-10-17 15:01:12","4189"
"A3HOBJ4PJUOCUN","caus_thomas_fire_v6","3JPSL1DZ5S06J8Z2FII8JUYMDZ3NA0","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","72694","132472","2017-10-17 15:01:16","4190"
"A3IMQJZQEV9BIO","caus_thomas_fire_v6","32N49TQG3GJJRD8BH94ZTBSZZ25AV4","0","0","0","50%","100%","90%","Math","1","1","1","1","No","57519","110119","2017-10-17 15:01:23","4191"
"A1CH6M8KNYMJ92","caus_thomas_fire_v6","3ATPCQ38J8B0V73GMKRJ0AWTHIUAYY","0","0","0","50%","100%","10%","Math","1","1","1","1","No","34818","57591","2017-10-17 15:01:23","4192"
"AQY83XO3E149M","caus_thomas_fire_v6","3WSELTNVR334EL4MCE4KST4E2HPTA7","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","33959","66183","2017-10-17 15:01:32","4193"
"A3MVGOBJ5BANP8","caus_thomas_fire_v6","3WQ3B2KGE8H8OBX5G9K6HY5PSGJ1B1","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","140550","242093","2017-10-17 15:01:33","4194"
"A3G55NZ2MOUOQK","caus_thomas_fire_v6","3H7Z272LX78NIC2JSOKQWXJS7Q3LPC","0","0","0","50%","100%","50%","Math","1","1","0","1","Yes","60308","97958","2017-10-17 15:01:38","4195"
"A312SMN11YLE66","caus_thomas_fire_v6","3HPZF4IVNMUOOM0E6YNA65MHHLHCY4","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","29093","51735","2017-10-17 15:01:46","4196"
"A1SXLST66ZINTJ","caus_thomas_fire_v6","32EYX73OY0ABDF5SEUGGSFFQLZKUR7","0","0","0","50%","100%","90%","English","1","1","1","1","No","73935","142672","2017-10-17 15:01:58","4197"
"A1PX1LSJZM3RIP","caus_thomas_fire_v6","3OUYGIZWR7ZALGDX3VY7YDR44SSP07","0","0","0","50%","100%","90%","English","1","1","1","1","No","147244","204580","2017-10-17 15:01:59","4198"
"A1YOAM3TVFPI4Z","caus_thomas_fire_v6","3FE2ERCCZX9VOX5G5G0IOENM2V8POX","0","0","0","50%","100%","10%","Math","1","1","1","1","No","72892","120799","2017-10-17 15:02:10","4199"
"A1FX4X87384N40","caus_thomas_fire_v6","32M8BPYGATNFFY1E42XQA8D8PVMIGR","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","106129","169128","2017-10-17 15:02:14","4200"
"A26L7403RHRQP8","caus_thomas_fire_v6","37WLF8U1WPR4O02WSS9GBXFWNL96KP","0","0","0","50%","100%","90%","Math","1","1","1","1","No","44732","68235","2017-10-17 15:02:22","4201"
"A3P5BJ1GA3NLBY","caus_thomas_fire_v6","3YT88D1N08Z5RHFE9QBI4U3CDU73KG","0","0","0","50%","100%","10%","English","1","1","1","1","No","70316","106650","2017-10-17 15:02:28","4202"
"A3D3D3F8X3NQYH","caus_thomas_fire_v6","373ERPL3YO9WD2Q3EPQ6NJTO2LDRTD","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","139615","212785","2017-10-17 15:02:31","4203"
"A21753FQKCM5DQ","caus_thomas_fire_v6","34MAJL3QP4OKDFQBOYO2XDEGG8H34Q","0","0","0","50%","100%","10%","Math","1","1","1","1","No","103085","141152","2017-10-17 15:02:31","4204"
"A1ANSFI5L7SUUH","caus_thomas_fire_v6","31QNSG6A5RU3XZE02DH5R661NWZ786","0","0","0","75%","25%","10%","Math","0","0","1","1","No","24790","50215","2017-10-17 15:02:34","4205"
"A2OR95QZT4H80T","caus_thomas_fire_v6","3BEFOD78W6ULZ1YLUGTHTCNMGZXM4O","0","0","0","50%","100%","90%","Math","1","1","1","1","No","71075","119653","2017-10-17 15:02:36","4206"
"A39FJ7RWX4B9JZ","caus_thomas_fire_v6","39K0FND3AHG01QE23H386F9M88BAM3","0","0","0","50%","100%","90%","English","1","1","1","1","No","141200","207661","2017-10-17 15:03:01","4207"
"A35QZFRG4FKK3Z","caus_thomas_fire_v6","3WEV0KO0OMT1XSUJ7OQW8PGYL18DS4","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","98588","179284","2017-10-17 15:03:08","4208"
"A36W1S4Z2LSNTC","caus_thomas_fire_v6","3EG49X351UDA8013RBO51RNYJUO6XE","0","0","0","50%","100%","10%","English","1","1","1","1","No","62452","98695","2017-10-17 15:03:27","4209"
"AZ9CV3Z86OUQH","caus_thomas_fire_v6","3XIQGXAUMC9TC0F8ALTX75NUE587XE","0","0","0","50%","100%","90%","Math","1","1","1","1","No","58312","104625","2017-10-17 15:03:32","4210"
"A2OIGST8UL7HJP","caus_thomas_fire_v6","3QIYRE09Y3IAPKM2JZPF8T5J95YN1D","0","0","0","50%","100%","90%","Math","1","1","1","1","No","40693","65617","2017-10-17 15:03:38","4211"
"A21HDHQPENLF2X","caus_thomas_fire_v6","3TPWUS5F892KZH5ERX5ML8116ETCWJ","0","0","0","50%","100%","10%","English","1","1","1","1","No","41231","71729","2017-10-17 15:03:51","4212"
"A3SEOHQOU2R8XW","caus_thomas_fire_v6","3AQF3RZ558JT8EAIRHIJVKNRFPLF6P","0","0","0","50%","100%","90%","Math","1","1","1","1","No","110088","210635","2017-10-17 15:03:52","4213"
"A2GOUEL2TTOUN3","caus_thomas_fire_v6","36TFCYNS44BQ5PLKNUF9YICOS7RHXB","0","0","0","100%","100%","10%","English","0","1","1","1","No","1449984","1672112","2017-10-17 15:04:10","4214"
"A1EMBQB8FM6EZH","caus_thomas_fire_v6","3Z2R0DQ0JHFDKZRL94MANPLFNJBE2W","0","0","0","50%","100%","90%","English","1","1","1","1","No","32317","83082","2017-10-17 15:04:13","4215"
"A3LNMP0BSGUEWO","caus_thomas_fire_v6","3HYA4D452RK5QDRH4F6G576FZKP2F1","0","0","0","50%","100%","50%","English","1","1","0","1","No","147422","310522","2017-10-17 15:04:34","4216"
"A1CSQRM6IOTTOL","caus_thomas_fire_v6","369J354OFDBZME6D21O1D5N3G4PG6T","0","0","0","50%","100%","10%","Math","1","1","1","1","No","30795","70398","2017-10-17 15:04:36","4217"
"A2TBWLOHTZNK54","caus_thomas_fire_v6","3UJ1CZ6IZHQ6TFFQSI8DADS68KC5SQ","0","0","0","50%","100%","90%","Math","1","1","1","1","No","60788","98329","2017-10-17 15:05:57","4218"
"A1P2L1SELTF67E","caus_thomas_fire_v6","31Q0U3WYDPGLMZUF3S8QCWJT9QT17G","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","175403","264750","2017-10-17 15:06:00","4219"
" A1L04TXTIC3U9X","caus_thomas_fire_v6","3R2PKQ87NW9F78X0F5VLNDX5LHZIM0","0","0","0","50%","100%","10%","Math","1","1","1","1","No","108348","161316","2017-10-17 15:06:01","4220"
"A2MCRVU8I9VNHG","caus_thomas_fire_v6","3PDJHANYK5HDMA1OM76JY5Z4V44H6V","0","0","0","50%","100%","10%","Math","1","1","1","1","No","486708","526194","2017-10-17 15:06:08","4221"
"A5OQUSV6QQSXN","caus_thomas_fire_v6","3A1COHJ8NJW0QOKCFM3HIJVV1ZWH8J","0","0","0","50%","100%","10%","Math","1","1","1","1","No","60669","92298","2017-10-17 15:06:21","4222"
"A1GUPBAMVB6C03","caus_thomas_fire_v6","3IAEQB9FMELU49BSRT0X5EJJRE5WD3","0","0","0","50%","100%","10%","Math","1","1","1","1","No","83854","145073","2017-10-17 15:06:35","4223"
"A2CTUC9T6QF10J","caus_thomas_fire_v6","3RANCT1ZVFIOX8O3IXUQS0AM3DIUBV","0","0","0","50%","100%","90%","Math","1","1","1","1","No","82229","127725","2017-10-17 15:06:48","4224"
"A3VZ8HO9L135ZQ","caus_thomas_fire_v6","3WMINLGALB4NS42BQS9U3J4AEVRCA9","0","0","0","50%","25%","50%","Math","1","0","0","1","No","55627","109004","2017-10-17 15:06:54","4225"
"A2ZWDX13VRNFP3","caus_thomas_fire_v6","34Z02EIMISE8D864KC7R3NS1TVF0TP","0","0","0","50%","100%","10%","Math","1","1","1","1","No","94505","164707","2017-10-17 15:06:57","4226"
"A3D3NEQ158WUB0","caus_thomas_fire_v6","3XLBSAQ9Z4DIHVFNB3HI4Q35M537Z8","0","0","0","50%","100%","90%","English","1","1","1","1","No","69201","111238","2017-10-17 15:07:04","4227"
"A1DQWRWD12L3UK","caus_thomas_fire_v6","3TS1AR6UQQFCCEONARNB1YNNA0DF7W","0","0","0","50%","100%","10%","Math","1","1","1","1","No","43566","78167","2017-10-17 15:07:07","4228"
"A2MACDVP9MWKHA","caus_thomas_fire_v6","3HQUKB7LNFFTJZL5IQXNVWOU4IMHHY","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","50039","98444","2017-10-17 15:07:07","4229"
"A36BQYQGN6OWVU","caus_thomas_fire_v6","3PM8NZGV8YH3IIKN6K237W4PJVXXQZ","0","0","0","50%","100%","90%","English","1","1","1","1","No","33284","59740","2017-10-17 15:07:10","4230"
"A3SEOHQOU2R8XW","caus_thomas_fire_v6","3NS0A6KXC491AOQO46LCA3GYL8QGZO","0","0","0","50%","100%","90%","Math","1","1","1","0","No","30916","78523","2017-10-17 15:07:20","4231"
"AGWPS6U038C5M","caus_thomas_fire_v6","3IQ1VMJRYTLLU6V8E8Z31T328AOA9Q","0","0","0","50%","100%","90%","English","1","1","1","1","No","43951","75905","2017-10-17 15:08:14","4232"
" A1L04TXTIC3U9X","caus_thomas_fire_v6","3R2PKQ87NW9F78X0F5VLNDX5LHZIM0","0","0","0","25%","100%","50%","Math","0","1","0","1","No","28364","57238","2017-10-17 15:08:25","4233"
"A3NF9B2NLCLZWT","caus_thomas_fire_v6","31QNSG6A5RU3XZE02DH5R661NWQ87Y","0","0","0","50%","100%","10%","Math","1","1","1","1","No","151994","212788","2017-10-17 15:08:38","4234"
"A3N7MDS3235JYB","caus_thomas_fire_v6","3U088ZLJVKU05PAYFHC2Q7Z0XPX0WF","0","0","0","50%","100%","10%","Math","1","1","1","1","No","62554","125488","2017-10-17 15:08:55","4235"
"A29VNZ1OMI7RHG","caus_thomas_fire_v6","3KAKFY4PGU3ELMPQ9NQ6REOZLQJI3L","0","0","0","50%","100%","10%","English","1","1","1","1","No","96774","177352","2017-10-17 15:08:59","4236"
"AGZA79QVH09QX","caus_thomas_fire_v6","34MAJL3QP4OKDFQBOYO2XDEGG8J34S","0","0","0","50%","100%","90%","Math","1","1","1","1","No","66867","105428","2017-10-17 15:09:37","4237"
"A1EDUAP3LASBJO","caus_thomas_fire_v6","3U4J9857OECMZXC75P1FI8W2V2L7B6","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","187257","296193","2017-10-17 15:09:54","4238"
"A14L1L022A4SG7","caus_thomas_fire_v6","3EO896NRAWWFFE7Q6KHXLS7XS4LTJP","0","0","0","50%","100%","10%","Math","1","1","1","1","No","52867","95284","2017-10-17 15:10:20","4239"
"A249M2F9FFNIK2","caus_thomas_fire_v6","37FMASSAYCSJOHT3OG5C9XMB9IXBI6","0","0","0","50%","100%","90%","English","1","1","1","1","No","73426","121309","2017-10-17 15:10:33","4240"
"A3U2UNSYDPS933","caus_thomas_fire_v6","3OXV7EAXLERYS2UP7MHHUBYUCY936V","0","0","0","50%","100%","10%","Math","1","1","1","1","No","49778","204479","2017-10-17 15:10:39","4241"
"AP9WIQ4P78XLH","caus_thomas_fire_v6","339ANSOTR53KHKXXUTI58051WC4KIX","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","73781","145294","2017-10-17 15:10:41","4242"
"A2TE6IWW2YMYF3","caus_thomas_fire_v6","3YT88D1N08Z5RHFE9QBI4U3CDU93KI","0","0","0","50%","100%","90%","Math","1","1","1","1","No","59364","101948","2017-10-17 15:10:46","4243"
"A18O3DEA5Z4MJD","caus_thomas_fire_v6","3MAOD8E57QBIFL7VQSAM329KEKBNX3","0","0","0","25%","25%","100%","Math","0","0","0","0","No","47538","69296","2017-10-17 15:10:50","4244"
"A24O8U6HKPJKVA","caus_thomas_fire_v6","31Z0PCVWUKGMVJ6O5BS0I22O19JT7G","0","0","0","50%","100%","90%","Math","1","1","1","1","No","47384","111090","2017-10-17 15:10:51","4245"
"ABHAVYE3BF1CN","caus_thomas_fire_v6","3VZLGYJEYLBCWALETGLGYPGTOYMXZX","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","115810","183007","2017-10-17 15:10:55","4246"
" A22I5RTLJTY3JZ","caus_thomas_fire_v6","3WS1NTTKEYDYU3O3PS22MJD02M5F0U","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","36606","93384","2017-10-17 15:11:50","4247"
"A2NTS2HNDOLRCR","caus_thomas_fire_v6","3R08VXYT7CWEN0AI0GXB5M9N5347WN","0","0","0","50%","100%","90%","English","1","1","1","1","No","56831","90417","2017-10-17 15:11:59","4248"
"A1R337941EIH28","caus_thomas_fire_v6","3X4MXAO0BGPO5JUX9UVHA30N6FXRW5","0","0","0","50%","100%","90%","English","1","1","1","1","No","98278","144736","2017-10-17 15:12:26","4249"
"A3SN6IS0ZP54UH","caus_thomas_fire_v6","39ASUFLU6X8ELFUIXT73DFFB0SEEX9","0","0","0","50%","100%","90%","English","1","1","1","1","No","59776","96442","2017-10-17 15:12:31","4250"
"A1SARUEELMIYYK","caus_thomas_fire_v6","3K4J6M3CXEU09GIGSE5DTAPPCNKAGI","0","0","0","50%","100%","90%","English","1","1","1","1","No","79181","128320","2017-10-17 15:12:34","4251"
"A2AWKG4UBG794B","caus_thomas_fire_v6","33ISQZVXPPNBLJZ9A65L9EUYEYBCCA","0","0","0","50%","100%","90%","Math","1","1","1","1","No","50987","514136","2017-10-17 15:12:46","4252"
"A3JA4ZFQ2VLY7H","caus_thomas_fire_v6","3RGU30DZTA9B2JH6XNGLZEC5YVAMJ0","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","305363","386520","2017-10-17 15:12:48","4253"
"A115DQQHZP2HSB","caus_thomas_fire_v6","3WSELTNVR334EL4MCE4KST4E2HNTA5","0","0","0","50%","75%","50%","Math","1","0","0","0","Not sure","22867","43430","2017-10-17 15:12:50","4254"
"A3LBF8HF4CLGPO","caus_thomas_fire_v6","3DR23U6WE5F74YLYSJ66OCU5NWQETQ","0","0","0","50%","100%","90%","Math","1","1","1","1","No","69768","115123","2017-10-17 15:12:56","4255"
" A3D16MEQ737XK0","caus_thomas_fire_v6","3PDJHANYK5HDMA1OM76JY5Z4V466HM","0","0","0","50%","100%","90%","Math","1","1","1","1","No","72969","137744","2017-10-17 15:13:16","4256"
"A3OHSBXTX7UMG0","caus_thomas_fire_v6","3ZY8KE4ISJ4BETFS651LJB743KJQVJ","0","0","0","50%","25%","50%","Math","1","0","0","1","No","175004","313290","2017-10-17 15:13:28","4257"
"A2X27TXN39UJH8","caus_thomas_fire_v6","3R6BYFZZP7D6RTUES4R9VX0BCTSXF9","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","118697","179595","2017-10-17 15:13:32","4258"
"A207MWA5U0GWA5","caus_thomas_fire_v6","3T111IHZ5ERDTNHPGJLPWJSC8E79RS","0","0","0","50%","100%","10%","Math","1","1","1","1","No","63736","119246","2017-10-17 15:13:40","4259"
"A3VUBM4J59JB8U","caus_thomas_fire_v6","3DY4FPOOA1PBQUUSJKQLO1H9Z6WVR0","0","0","0","50%","100%","10%","Math","1","1","1","1","No","58281","107384","2017-10-17 15:14:23","4260"
"A1KBO7QFRR8FLM","caus_thomas_fire_v6","3IOEN3P9S7K2IZGAKI3Y6IJXEF816G","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","1013534","1080030","2017-10-17 15:14:29","4261"
"A1RTLF0OVZI4QT","caus_thomas_fire_v6","3TS1AR6UQQFCCEONARNB1YNNA097FK","0","0","0","50%","100%","90%","English","1","1","1","1","No","55073","89332","2017-10-17 15:14:37","4262"
"A8QJ1G6724G51
","caus_thomas_fire_v6","3I02618YA07Q12PD12CRNKFBKHZPUD","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","66311","107356","2017-10-17 15:14:51","4263"
"A39A7S4KY5TLW7","caus_thomas_fire_v6","3LRKMWOKB5IBVUIH5R0N8ZMXBPJZ2M","0","0","0","25%","100%","90%","Math","0","1","1","1","No","28010","54128","2017-10-17 15:15:10","4264"
": 
Copied
   A2HVJ3DDE6JJ8Z","caus_thomas_fire_v6","3TYCR1GOTCKHWG4PFXISNVL6HPDZLE","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","51988","101857","2017-10-17 15:15:41","4265"
"ASWCSRH05NVCT","caus_thomas_fire_v6","3O7L7BFSHEQHVK5NY772A5SWCFBEIA","0","0","0","50%","100%","90%","English","1","1","1","1","No","47693","82829","2017-10-17 15:15:56","4266"
"A2Z1GCM5MKHNR9","caus_thomas_fire_v6","3TVSS0C0E111LY7PDJ0CAI15U0VWTO","0","0","0","50%","100%","10%","English","1","1","1","1","No","58399","97544","2017-10-17 15:15:57","4267"
"A2K476TWLQ3T7T","caus_thomas_fire_v6","3DR23U6WE5F74YLYSJ66OCU5NWRETR","0","0","0","50%","100%","90%","English","1","1","1","1","No","72597","109771","2017-10-17 15:16:41","4268"
"A29JFLUX9FM3OK","caus_thomas_fire_v6","3JMSRU9HQIVMHQPNXE6LPUIQKH7EV7","0","0","0","50%","100%","10%","English","1","1","1","0","No","83535","116929","2017-10-17 15:16:46","4269"
"A1A44LPNWQFXF3","caus_thomas_fire_v6","3DHE4R9OCWCB4DNCFZCYNS6R0ZTG2I","0","0","0","50%","100%","90%","Math","1","1","1","1","No","52360","79667","2017-10-17 15:17:11","4270"
"A33AIOJN19NU8","caus_thomas_fire_v6","3VE8AYVF8MYGCST6KWFHFYJILJ48FV","0","0","0","50%","25%","90%","Math","1","0","1","1","Not sure","93342","157111","2017-10-17 15:17:13","4271"
"A8VFIXE5FL8C6","caus_thomas_fire_v6","3M81GAB8A0KW5FHM1OALIZDX0SFBQA","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","34825","57557","2017-10-17 15:17:28","4272"
"A28ZPY6D5AS7GZ","caus_thomas_fire_v6","3NJM2BJS4W7UF88DFBRRTET5DGCCP8","0","0","0","25%","100%","10%","Math","0","1","1","0","No","49295","78218","2017-10-17 15:17:32","4273"
"AT6LDQNLKTUSE","caus_thomas_fire_v6","3KB8R4ZV1E85SQN8YS59OL9VU55BGE","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","83672","316960","2017-10-17 15:18:16","4274"
"A1CWJQCFGM8XPV","caus_thomas_fire_v6","3VHHR074H3IYC6YJW2Q9WBS77WXL75","0","0","0","50%","100%","10%","Math","1","1","1","0","No","94869","148672","2017-10-17 15:19:27","4275"
"A1USN4KHILLJFN","caus_thomas_fire_v6","3OVR4I9USPKCKGWDM90YAL7RQ0R4QQ","0","0","0","50%","100%","90%","English","1","1","1","1","No","39003","75582","2017-10-17 15:19:41","4276"
"A2D5HVJT5R9X50","caus_thomas_fire_v6","3BEFOD78W6ULZ1YLUGTHTCNMGZ24MB","0","0","0","50%","100%","90%","English","1","1","1","1","No","67619","105301","2017-10-17 15:20:02","4277"
"A1652HALCK6JOF","caus_thomas_fire_v6","3RRCEFRB7MDPGAUO3R38FWCS40XB4S","0","0","0","50%","100%","90%","Math","1","1","1","1","No","120820","212038","2017-10-17 15:20:12","4278"
"A1LUW3809XEEO1
","caus_thomas_fire_v6","373ERPL3YO9WD2Q3EPQ6NJTO2LHRTH","0","0","0","50%","100%","90%","Math","1","1","1","1","No","60972","113408","2017-10-17 15:20:16","4279"
"A1FJAVZWHRQ4HH","caus_thomas_fire_v6","3VJ40NV2QIOTGPYNMX92TOOJRYXOT5","0","0","0","50%","100%","90%","English","1","1","1","0","No","100329","144653","2017-10-17 15:20:39","4280"
"A35BY30TC8WCL4","caus_thomas_fire_v6","3VZLGYJEYLBCWALETGLGYPGTOYLXZW","0","0","0","50%","100%","90%","English","1","1","1","1","No","301886","422748","2017-10-17 15:21:10","4281"
"A1D6T3TYET20QR","caus_thomas_fire_v6","3OLQQLKKNSQDQVPTGPS2M67WPU1EJN","0","0","0","50%","100%","90%","English","1","1","1","0","No","102469","146086","2017-10-17 15:21:24","4282"
"AQXAQCJFY2ZA7","caus_thomas_fire_v6","3634BBTX0OV91Y5JTIR8SNDWOGMFIP","0","0","0","50%","100%","90%","English","1","1","1","1","No","63287","88187","2017-10-17 15:21:48","4283"
"A2VNK2H6USLQTK
","caus_thomas_fire_v6","3ZAK8W07I4FNDLLTKHX18JE3C9N0UH","0","0","0","50%","100%","10%","English","1","1","1","1","No","84174","138284","2017-10-17 15:22:27","4284"
"A2456P28BK5D7B","caus_thomas_fire_v6","3GU1KF0O4I2B53G71BVWIUNNVWVBPL","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","70491","135490","2017-10-17 15:23:08","4285"
"A1LL9TE7T53Y1P","caus_thomas_fire_v6","32XVDSJFPZYBWNJYQ2AT0XQOWL6M2X","0","0","0","25%","100%","10%","Math","0","1","1","1","No","109026","159105","2017-10-17 15:23:18","4286"
"A2ETY1O927Z1IF","caus_thomas_fire_v6","3MD9PLUKKIF7KG7ARAY70NPVMKGNZ7","0","0","0","50%","100%","10%","Math","1","1","1","1","No","85873","138267","2017-10-17 15:24:28","4287"
"A1HKCTDOTL6C9I","caus_thomas_fire_v6","3X4JMASXCMA8HMCNKQG63TMFNOJ0B3","0","0","0","50%","100%","10%","Math","1","1","1","1","No","87673","169222","2017-10-17 15:24:39","4288"
"A3NKTB1JU5AKIW","caus_thomas_fire_v6","3G0WWMR1UVLY6O6J4EFU9UDRHHQNQ8","0","0","0","50%","25%","10%","Math","1","0","0","1","No","163819","221556","2017-10-17 15:24:54","4289"
"A1ONKVLKL2T7HL
","caus_thomas_fire_v6","3U0SRXB7CD6YIPLJHT4UEKNWD3WNRD","0","0","0","50%","100%","90%","English","1","1","1","1","No","50546","79487","2017-10-17 15:25:11","4290"
"A24DSECWUBZC0Z","caus_thomas_fire_v6","373ERPL3YO9WD2Q3EPQ6NJTO2LJTRL","0","0","0","50%","100%","90%","English","1","1","1","1","Not sure","55925","91652","2017-10-17 15:25:42","4291"
"A2XY43VECPAD61","caus_thomas_fire_v6","3WMINLGALB4NS42BQS9U3J4AEVWCAE","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","64520","115777","2017-10-17 15:25:52","4292"
"A2C9IWZSUH5EPM","caus_thomas_fire_v6","3A1PQ49WVHIIFO0RG1U2398NNTUH13","0","0","0","50%","100%","10%","Math","1","1","1","1","No","185127","221487","2017-10-17 15:26:13","4293"
"A1R09VMIWD5K3L","caus_thomas_fire_v6","3OS4RQUCR9GZEQRDN8ZR609JTQ8BFI","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","124487","221894","2017-10-17 15:26:13","4294"
"ANV4TUKMWLA8E","caus_thomas_fire_v6","3YMTUJH0DSHPCWO53DUTFQIEA704TE","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","75009","128874","2017-10-17 15:26:14","4295"
"A1KQGF9L042R9I","caus_thomas_fire_v6","3Z4XG4ZF48SXCEKRKQL3L5JPPPK8X8","0","0","0","50%","100%","10%","Math","1","1","1","1","No","54170","88655","2017-10-17 15:26:25","4296"
"A1FUR4UJ0S46W6","caus_thomas_fire_v6","3SPJ0334214BW06KGQ4WT9ZC766JY7","0","0","0","50%","100%","90%","Math","1","1","1","1","Not sure","47445","80774","2017-10-17 15:26:56","4297"
"A3S4ZA7U1C84EQ","caus_thomas_fire_v6","3TMFV4NEP8FINEF1ALPHJM5IGNE8WF","0","0","0","50%","100%","10%","English","1","1","1","1","No","69544","114871","2017-10-17 15:27:03","4298"
"A1BUBB41AO8TZ9","caus_thomas_fire_v6","3MTMREQS4VJW628G7J9VFDBD6BEWA7","0","0","0","50%","100%","10%","English","1","1","1","1","No","59999","88147","2017-10-17 15:27:10","4299"
"A39SX1QZR36L7A","caus_thomas_fire_v6","3WJEQKOXA83351SDAVKAMNLJAY51AD","0","0","0","50%","100%","10%","Math","1","1","1","1","No","76159","121386","2017-10-17 15:28:06","4300"
"A4ACN0KN920QQ","caus_thomas_fire_v6","3ZSANO2JCF8YVC8FYULMWPJJXESSFY","0","0","0","50%","100%","10%","English","1","1","1","1","No","76097","135131","2017-10-17 15:28:39","4301"
"A2UG68DTOFPQCO","caus_thomas_fire_v6","3S3AMIZX3U6LQB5NA20WTKCGZYUCDH","0","0","0","50%","100%","90%","Math","1","1","0","1","No","57639","99791","2017-10-17 15:28:47","4302"
"A39UAJGR8JYKND","caus_thomas_fire_v6","3ZSY5X72NXCG0ALVI847T9N13DZROU","0","0","0","50%","100%","90%","English","1","1","1","1","No","79220","125238","2017-10-17 15:28:47","4303"
"A342YLIMT6THWO","caus_thomas_fire_v6","3KB8R4ZV1E85SQN8YS59OL9VU59GBN","0","0","0","25%","100%","90%","Math","0","1","1","1","No","78143","141234","2017-10-17 15:28:50","4304"
"A10OZ6R8DO43G4","caus_thomas_fire_v6","31N2WW6R9RRUBVN08FKLOHB75YXF3X","0","0","0","50%","100%","90%","Math","1","1","1","1","No","66429","118896","2017-10-17 15:29:15","4305"
"A1EPVKORZQYOZ3","caus_thomas_fire_v6","3S3AMIZX3U6LQB5NA20WTKCGZYUDCI","0","0","0","50%","25%","10%","Math","1","0","0","0","No","96252","145783","2017-10-17 15:30:18","4306"
"A10HEV2856GIQL","caus_thomas_fire_v6","3LKC68YZ3A4L862HH2EDG8VIVSGWO4","0","0","0","25%","50%","50%","Math","0","0","0","0","No","23180","587047","2017-10-17 15:30:24","4307"
"AZ2P6DGG5M6SH","caus_thomas_fire_v6","3L4D84MILZTPA5GV6Q087949HAWJHB","0","0","0","50%","100%","90%","English","1","1","1","1","No","100382","139755","2017-10-17 15:31:05","4308"
"AHUO072N55J8H","caus_thomas_fire_v6","3JMSRU9HQIVMHQPNXE6LPUIQKHBVES","0","0","0","50%","100%","90%","English","1","1","1","1","No","112465","175854","2017-10-17 15:31:34","4309"
"AP37QQ9AABSY9","caus_thomas_fire_v6","31T4R4OBOSH5924DJPXATS2KDNM7CE","0","0","0","25%","100%","10%","Math","0","1","1","1","Yes","57356","92984","2017-10-17 15:31:38","4310"
"ALF9AAZGQP4K5","caus_thomas_fire_v6","3QIYRE09Y3IAPKM2JZPF8T5J9561NZ","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","38748","88906","2017-10-17 15:32:18","4311"
"A1R2IY8ITXNPE4","caus_thomas_fire_v6","3KYQYYSHYV8MZ02Q079NOK6XOBODOO","0","0","0","50%","100%","90%","English","1","1","1","1","No","63389","121723","2017-10-17 15:32:21","4312"
"A3B96BW9I8IZA2","caus_thomas_fire_v6","39O5D9O87TTN8J3QHDUKGBQ48L63CB","0","0","0","50%","100%","90%","English","1","1","1","1","No","46405","80870","2017-10-17 15:32:23","4313"
"A5OJ7FHDAEHR9","caus_thomas_fire_v6","34T446B1C0FRRR4TYQC1EDSX59M0CD","0","0","0","50%","100%","10%","Math","1","1","1","1","No","58001","91652","2017-10-17 15:32:40","4314"
"A321HI9J8MLQN4","caus_thomas_fire_v6","3R2UR8A0IAH0X677R7AZIR9P4UMOXP","0","0","0","50%","100%","10%","Math","1","1","1","1","No","113351","157403","2017-10-17 15:33:05","4315"
